date,hour,season,weathersit,weekday,workingday,holiday,weekend,registered,casual,total
2012-01-11,3,Spring,Clear/Cloudy,3,1,0,0,4,0,4
2012-01-11,4,Spring,Clear/Cloudy,3,1,0,0,2,0,2
2012-01-11,5,Spring,Clear/Cloudy,3,1,0,0,22,0,22
2012-01-11,6,Spring,Clear/Cloudy,3,1,0,0,72,2,74
2012-01-11,7,Spring,Clear/Cloudy,3,1,0,0,247,9,256
2012-01-11,8,Spring,Clear/Cloudy,3,1,0,0,488,11,499
2012-01-11,9,Spring,Misty/Cloudy,3,1,0,0,218,7,225
2012-01-11,10,Spring,Misty/Cloudy,3,1,0,0,84,13,97
2012-01-11,11,Spring,Misty/Cloudy,3,1,0,0,90,9,99
2012-01-11,12,Spring,Light Precipitation,3,1,0,0,51,4,55
2012-01-11,13,Spring,Light Precipitation,3,1,0,0,57,8,65
2012-01-11,14,Spring,Light Precipitation,3,1,0,0,70,3,73
2012-01-11,15,Spring,Misty/Cloudy,3,1,0,0,73,6,79
2012-01-11,16,Spring,Misty/Cloudy,3,1,0,0,112,6,118
2012-01-11,17,Spring,Light Precipitation,3,1,0,0,128,6,134
2012-01-11,18,Spring,Light Precipitation,3,1,0,0,96,2,98
2012-01-11,19,Spring,Light Precipitation,3,1,0,0,92,1,93
2012-01-11,20,Spring,Light Precipitation,3,1,0,0,55,2,57
2012-01-11,21,Spring,Light Precipitation,3,1,0,0,29,0,29
2012-01-11,22,Spring,Light Precipitation,3,1,0,0,49,0,49
2012-01-11,23,Spring,Light Precipitation,3,1,0,0,9,0,9
2012-01-12,0,Spring,Light Precipitation,4,1,0,0,3,0,3
2012-01-12,1,Spring,Light Precipitation,4,1,0,0,3,0,3
2012-01-12,2,Spring,Light Precipitation,4,1,0,0,1,1,2
2012-01-12,3,Spring,Light Precipitation,4,1,0,0,3,0,3
2012-01-12,4,Spring,Light Precipitation,4,1,0,0,2,0,2
2012-01-12,5,Spring,Light Precipitation,4,1,0,0,16,0,16
2012-01-12,6,Spring,Light Precipitation,4,1,0,0,88,1,89
2012-01-12,7,Spring,Misty/Cloudy,4,1,0,0,218,2,220
2012-01-12,8,Spring,Clear/Cloudy,4,1,0,0,497,11,508
2012-01-12,9,Spring,Clear/Cloudy,4,1,0,0,220,10,230
2012-01-12,10,Spring,Clear/Cloudy,4,1,0,0,84,6,90
2012-01-12,11,Spring,Misty/Cloudy,4,1,0,0,101,18,119
2012-01-12,12,Spring,Misty/Cloudy,4,1,0,0,130,14,144
2012-01-12,13,Spring,Clear/Cloudy,4,1,0,0,170,13,183
2012-01-12,14,Spring,Clear/Cloudy,4,1,0,0,132,24,156
2012-01-12,15,Spring,Clear/Cloudy,4,1,0,0,156,32,188
2012-01-12,16,Spring,Clear/Cloudy,4,1,0,0,248,33,281
2012-01-12,17,Spring,Clear/Cloudy,4,1,0,0,472,23,495
2012-01-12,18,Spring,Clear/Cloudy,4,1,0,0,399,22,421
2012-01-12,19,Spring,Misty/Cloudy,4,1,0,0,313,17,330
2012-01-12,20,Spring,Misty/Cloudy,4,1,0,0,229,11,240
2012-01-12,21,Spring,Clear/Cloudy,4,1,0,0,162,12,174
2012-01-12,22,Spring,Clear/Cloudy,4,1,0,0,121,12,133
2012-01-12,23,Spring,Clear/Cloudy,4,1,0,0,60,7,67
2012-01-13,0,Spring,Misty/Cloudy,5,1,0,0,38,4,42
2012-01-13,1,Spring,Misty/Cloudy,5,1,0,0,12,0,12
2012-01-13,2,Spring,Clear/Cloudy,5,1,0,0,13,1,14
2012-01-13,3,Spring,Clear/Cloudy,5,1,0,0,4,3,7
2012-01-13,4,Spring,Light Precipitation,5,1,0,0,2,1,3
2012-01-13,5,Spring,Misty/Cloudy,5,1,0,0,21,0,21
2012-01-13,6,Spring,Misty/Cloudy,5,1,0,0,71,2,73
2012-01-13,7,Spring,Clear/Cloudy,5,1,0,0,174,3,177
2012-01-13,8,Spring,Clear/Cloudy,5,1,0,0,408,11,419
2012-01-13,9,Spring,Clear/Cloudy,5,1,0,0,204,10,214
2012-01-13,10,Spring,Clear/Cloudy,5,1,0,0,101,2,103
2012-01-13,11,Spring,Clear/Cloudy,5,1,0,0,102,12,114
2012-01-13,12,Spring,Clear/Cloudy,5,1,0,0,140,14,154
2012-01-13,13,Spring,Clear/Cloudy,5,1,0,0,140,14,154
2012-01-13,14,Spring,Clear/Cloudy,5,1,0,0,119,10,129
2012-01-13,15,Spring,Clear/Cloudy,5,1,0,0,123,15,138
2012-01-13,16,Spring,Clear/Cloudy,5,1,0,0,215,18,233
2012-01-13,17,Spring,Clear/Cloudy,5,1,0,0,317,15,332
2012-01-13,18,Spring,Clear/Cloudy,5,1,0,0,294,7,301
2012-01-13,19,Spring,Clear/Cloudy,5,1,0,0,199,7,206
2012-01-13,20,Spring,Clear/Cloudy,5,1,0,0,130,6,136
2012-01-13,21,Spring,Clear/Cloudy,5,1,0,0,95,7,102
2012-01-13,22,Spring,Clear/Cloudy,5,1,0,0,58,7,65
2012-01-13,23,Spring,Clear/Cloudy,5,1,0,0,60,5,65
2012-01-14,0,Spring,Clear/Cloudy,6,0,0,1,42,2,44
2012-01-14,1,Spring,Clear/Cloudy,6,0,0,1,44,6,50
2012-01-14,2,Spring,Clear/Cloudy,6,0,0,1,32,6,38
2012-01-14,3,Spring,Clear/Cloudy,6,0,0,1,14,6,20
2012-01-14,4,Spring,Clear/Cloudy,6,0,0,1,3,0,3
2012-01-14,5,Spring,Clear/Cloudy,6,0,0,1,4,0,4
2012-01-14,6,Spring,Clear/Cloudy,6,0,0,1,5,0,5
2012-01-14,7,Spring,Clear/Cloudy,6,0,0,1,24,0,24
2012-01-14,8,Spring,Clear/Cloudy,6,0,0,1,89,3,92
2012-01-14,9,Spring,Clear/Cloudy,6,0,0,1,78,3,81
2012-01-14,10,Spring,Clear/Cloudy,6,0,0,1,135,14,149
2012-01-14,11,Spring,Clear/Cloudy,6,0,0,1,150,28,178
2012-01-14,12,Spring,Clear/Cloudy,6,0,0,1,189,30,219
2012-01-14,13,Spring,Clear/Cloudy,6,0,0,1,182,38,220
2012-01-14,14,Spring,Clear/Cloudy,6,0,0,1,179,52,231
2012-01-14,15,Spring,Clear/Cloudy,6,0,0,1,177,49,226
2012-01-14,16,Spring,Clear/Cloudy,6,0,0,1,178,28,206
2012-01-14,17,Spring,Clear/Cloudy,6,0,0,1,129,15,144
2012-01-14,18,Spring,Clear/Cloudy,6,0,0,1,122,21,143
2012-01-14,19,Spring,Clear/Cloudy,6,0,0,1,90,12,102
2012-01-14,20,Spring,Clear/Cloudy,6,0,0,1,95,8,103
2012-01-14,21,Spring,Clear/Cloudy,6,0,0,1,66,3,69
2012-01-14,22,Spring,Clear/Cloudy,6,0,0,1,62,4,66
2012-01-14,23,Spring,Clear/Cloudy,6,0,0,1,71,5,76
2012-01-15,0,Spring,Clear/Cloudy,0,0,0,1,50,9,59
2012-01-15,1,Spring,Misty/Cloudy,0,0,0,1,40,2,42
2012-01-15,2,Spring,Misty/Cloudy,0,0,0,1,38,5,43
2012-01-15,3,Spring,Misty/Cloudy,0,0,0,1,24,1,25
2012-01-15,4,Spring,Misty/Cloudy,0,0,0,1,5,1,6
2012-01-15,5,Spring,Misty/Cloudy,0,0,0,1,5,0,5
2012-01-15,6,Spring,Misty/Cloudy,0,0,0,1,7,1,8
2012-01-15,7,Spring,Clear/Cloudy,0,0,0,1,14,3,17
2012-01-15,8,Spring,Clear/Cloudy,0,0,0,1,34,2,36
2012-01-15,9,Spring,Clear/Cloudy,0,0,0,1,80,10,90
2012-01-15,10,Spring,Clear/Cloudy,0,0,0,1,115,11,126
2012-01-15,11,Spring,Clear/Cloudy,0,0,0,1,144,21,165
2012-01-15,12,Spring,Clear/Cloudy,0,0,0,1,192,42,234
2012-01-15,13,Spring,Clear/Cloudy,0,0,0,1,184,40,224
2012-01-15,14,Spring,Clear/Cloudy,0,0,0,1,163,25,188
2012-01-15,15,Spring,Clear/Cloudy,0,0,0,1,173,33,206
2012-01-15,16,Spring,Clear/Cloudy,0,0,0,1,174,31,205
2012-01-15,17,Spring,Clear/Cloudy,0,0,0,1,131,15,146
2012-01-15,18,Spring,Clear/Cloudy,0,0,0,1,113,7,120
2012-01-15,19,Spring,Clear/Cloudy,0,0,0,1,101,9,110
2012-01-15,20,Spring,Clear/Cloudy,0,0,0,1,85,10,95
2012-01-15,21,Spring,Clear/Cloudy,0,0,0,1,71,1,72
2012-01-15,22,Spring,Clear/Cloudy,0,0,0,1,58,2,60
2012-01-15,23,Spring,Clear/Cloudy,0,0,0,1,26,3,29
2012-01-16,0,Spring,Clear/Cloudy,1,0,1,0,23,2,25
2012-01-16,1,Spring,Clear/Cloudy,1,0,1,0,18,2,20
2012-01-16,2,Spring,Clear/Cloudy,1,0,1,0,14,3,17
2012-01-16,3,Spring,Clear/Cloudy,1,0,1,0,3,0,3
2012-01-16,4,Spring,Clear/Cloudy,1,0,1,0,6,2,8
2012-01-16,5,Spring,Clear/Cloudy,1,0,1,0,5,1,6
2012-01-16,6,Spring,Clear/Cloudy,1,0,1,0,13,0,13
2012-01-16,7,Spring,Clear/Cloudy,1,0,1,0,28,5,33
2012-01-16,8,Spring,Clear/Cloudy,1,0,1,0,75,3,78
2012-01-16,9,Spring,Clear/Cloudy,1,0,1,0,89,7,96
2012-01-16,10,Spring,Misty/Cloudy,1,0,1,0,107,19,126
2012-01-16,11,Spring,Clear/Cloudy,1,0,1,0,158,21,179
2012-01-16,12,Spring,Clear/Cloudy,1,0,1,0,165,20,185
2012-01-16,13,Spring,Misty/Cloudy,1,0,1,0,202,26,228
2012-01-16,14,Spring,Clear/Cloudy,1,0,1,0,158,23,181
2012-01-16,15,Spring,Clear/Cloudy,1,0,1,0,175,17,192
2012-01-16,16,Spring,Clear/Cloudy,1,0,1,0,158,22,180
2012-01-16,17,Spring,Clear/Cloudy,1,0,1,0,174,19,193
2012-01-16,18,Spring,Clear/Cloudy,1,0,1,0,175,6,181
2012-01-16,19,Spring,Clear/Cloudy,1,0,1,0,134,10,144
2012-01-16,20,Spring,Clear/Cloudy,1,0,1,0,88,2,90
2012-01-16,21,Spring,Clear/Cloudy,1,0,1,0,46,3,49
2012-01-16,22,Spring,Misty/Cloudy,1,0,1,0,39,4,43
2012-01-16,23,Spring,Light Precipitation,1,0,1,0,28,0,28
2012-01-17,0,Spring,Misty/Cloudy,2,1,0,0,12,0,12
2012-01-17,1,Spring,Misty/Cloudy,2,1,0,0,2,0,2
2012-01-17,2,Spring,Light Precipitation,2,1,0,0,12,0,12
2012-01-17,4,Spring,Light Precipitation,2,1,0,0,2,0,2
2012-01-17,5,Spring,Light Precipitation,2,1,0,0,13,0,13
2012-01-17,6,Spring,Light Precipitation,2,1,0,0,57,0,57
2012-01-17,7,Spring,Light Precipitation,2,1,0,0,121,5,126
2012-01-17,8,Spring,Light Precipitation,2,1,0,0,90,3,93
2012-01-17,9,Spring,Light Precipitation,2,1,0,0,61,7,68
2012-01-17,10,Spring,Light Precipitation,2,1,0,0,61,1,62
2012-01-17,11,Spring,Misty/Cloudy,2,1,0,0,73,2,75
2012-01-17,12,Spring,Misty/Cloudy,2,1,0,0,83,3,86
2012-01-17,13,Spring,Misty/Cloudy,2,1,0,0,95,8,103
2012-01-17,14,Spring,Clear/Cloudy,2,1,0,0,120,12,132
2012-01-17,15,Spring,Clear/Cloudy,2,1,0,0,123,6,129
2012-01-17,16,Spring,Clear/Cloudy,2,1,0,0,205,14,219
2012-01-17,17,Spring,Clear/Cloudy,2,1,0,0,442,20,462
2012-01-17,18,Spring,Clear/Cloudy,2,1,0,0,451,12,463
2012-01-17,19,Spring,Clear/Cloudy,2,1,0,0,297,11,308
2012-01-17,20,Spring,Clear/Cloudy,2,1,0,0,169,11,180
2012-01-17,21,Spring,Clear/Cloudy,2,1,0,0,174,6,180
2012-01-17,22,Spring,Clear/Cloudy,2,1,0,0,85,5,90
2012-01-17,23,Spring,Clear/Cloudy,2,1,0,0,60,1,61
2012-01-18,0,Spring,Misty/Cloudy,3,1,0,0,14,3,17
2012-01-18,1,Spring,Misty/Cloudy,3,1,0,0,10,0,10
2012-01-18,2,Spring,Misty/Cloudy,3,1,0,0,1,1,2
2012-01-18,3,Spring,Misty/Cloudy,3,1,0,0,3,1,4
2012-01-18,4,Spring,Clear/Cloudy,3,1,0,0,1,0,1
2012-01-18,5,Spring,Clear/Cloudy,3,1,0,0,29,0,29
2012-01-18,6,Spring,Clear/Cloudy,3,1,0,0,88,0,88
2012-01-18,7,Spring,Clear/Cloudy,3,1,0,0,262,1,263
2012-01-18,8,Spring,Clear/Cloudy,3,1,0,0,474,15,489
2012-01-18,9,Spring,Clear/Cloudy,3,1,0,0,196,6,202
2012-01-18,10,Spring,Clear/Cloudy,3,1,0,0,88,5,93
2012-01-18,11,Spring,Clear/Cloudy,3,1,0,0,110,4,114
2012-01-18,12,Spring,Clear/Cloudy,3,1,0,0,155,6,161
2012-01-18,13,Spring,Clear/Cloudy,3,1,0,0,124,6,130
2012-01-18,14,Spring,Clear/Cloudy,3,1,0,0,98,7,105
2012-01-18,15,Spring,Clear/Cloudy,3,1,0,0,122,8,130
2012-01-18,16,Spring,Clear/Cloudy,3,1,0,0,163,13,176
2012-01-18,17,Spring,Clear/Cloudy,3,1,0,0,338,8,346
2012-01-18,18,Spring,Clear/Cloudy,3,1,0,0,347,8,355
2012-01-18,19,Spring,Clear/Cloudy,3,1,0,0,251,5,256
2012-01-18,20,Spring,Clear/Cloudy,3,1,0,0,164,1,165
2012-01-18,21,Spring,Clear/Cloudy,3,1,0,0,119,5,124
2012-01-18,22,Spring,Clear/Cloudy,3,1,0,0,74,4,78
2012-01-18,23,Spring,Clear/Cloudy,3,1,0,0,36,2,38
2012-01-19,0,Spring,Clear/Cloudy,4,1,0,0,16,0,16
2012-01-19,1,Spring,Clear/Cloudy,4,1,0,0,5,0,5
2012-01-19,2,Spring,Clear/Cloudy,4,1,0,0,3,0,3
2012-01-19,3,Spring,Clear/Cloudy,4,1,0,0,4,0,4
2012-01-19,4,Spring,Clear/Cloudy,4,1,0,0,1,0,1
2012-01-19,5,Spring,Clear/Cloudy,4,1,0,0,19,0,19
2012-01-19,6,Spring,Clear/Cloudy,4,1,0,0,86,0,86
2012-01-19,7,Spring,Clear/Cloudy,4,1,0,0,204,2,206
2012-01-19,8,Spring,Clear/Cloudy,4,1,0,0,414,9,423
2012-01-19,9,Spring,Clear/Cloudy,4,1,0,0,204,6,210
2012-01-19,10,Spring,Clear/Cloudy,4,1,0,0,98,10,108
2012-01-19,11,Spring,Clear/Cloudy,4,1,0,0,93,6,99
2012-01-19,12,Spring,Clear/Cloudy,4,1,0,0,106,5,111
2012-01-19,13,Spring,Clear/Cloudy,4,1,0,0,118,6,124
2012-01-19,14,Spring,Clear/Cloudy,4,1,0,0,104,15,119
2012-01-19,15,Spring,Clear/Cloudy,4,1,0,0,118,9,127
2012-01-19,16,Spring,Clear/Cloudy,4,1,0,0,185,8,193
2012-01-19,17,Spring,Misty/Cloudy,4,1,0,0,364,21,385
2012-01-19,18,Spring,Misty/Cloudy,4,1,0,0,345,16,361
2012-01-19,19,Spring,Misty/Cloudy,4,1,0,0,229,5,234
2012-01-19,20,Spring,Clear/Cloudy,4,1,0,0,184,7,191
2012-01-19,21,Spring,Clear/Cloudy,4,1,0,0,117,4,121
2012-01-19,22,Spring,Misty/Cloudy,4,1,0,0,90,0,90
2012-01-19,23,Spring,Clear/Cloudy,4,1,0,0,55,1,56
2012-01-20,0,Spring,Misty/Cloudy,5,1,0,0,24,3,27
2012-01-20,1,Spring,Clear/Cloudy,5,1,0,0,15,0,15
2012-01-20,2,Spring,Clear/Cloudy,5,1,0,0,11,0,11
2012-01-20,3,Spring,Clear/Cloudy,5,1,0,0,4,0,4
2012-01-20,4,Spring,Clear/Cloudy,5,1,0,0,3,0,3
2012-01-20,5,Spring,Clear/Cloudy,5,1,0,0,19,0,19
2012-01-20,6,Spring,Clear/Cloudy,5,1,0,0,68,0,68
2012-01-20,7,Spring,Clear/Cloudy,5,1,0,0,183,2,185
2012-01-20,8,Spring,Clear/Cloudy,5,1,0,0,421,4,425
2012-01-20,9,Spring,Clear/Cloudy,5,1,0,0,242,21,263
2012-01-20,10,Spring,Misty/Cloudy,5,1,0,0,96,1,97
2012-01-20,11,Spring,Misty/Cloudy,5,1,0,0,117,6,123
2012-01-20,12,Spring,Misty/Cloudy,5,1,0,0,119,5,124
2012-01-20,13,Spring,Clear/Cloudy,5,1,0,0,144,12,156
2012-01-20,14,Spring,Misty/Cloudy,5,1,0,0,107,8,115
2012-01-20,15,Spring,Misty/Cloudy,5,1,0,0,144,12,156
2012-01-20,16,Spring,Misty/Cloudy,5,1,0,0,163,11,174
2012-01-20,17,Spring,Misty/Cloudy,5,1,0,0,340,9,349
2012-01-20,18,Spring,Misty/Cloudy,5,1,0,0,296,5,301
2012-01-20,19,Spring,Misty/Cloudy,5,1,0,0,186,6,192
2012-01-20,20,Spring,Misty/Cloudy,5,1,0,0,141,1,142
2012-01-20,21,Spring,Misty/Cloudy,5,1,0,0,99,5,104
2012-01-20,22,Spring,Misty/Cloudy,5,1,0,0,71,1,72
2012-01-20,23,Spring,Light Precipitation,5,1,0,0,35,3,38
2012-01-21,0,Spring,Light Precipitation,6,0,0,1,24,0,24
2012-01-21,1,Spring,Severe Weather,6,0,0,1,22,1,23
2012-01-21,2,Spring,Light Precipitation,6,0,0,1,25,1,26
2012-01-21,3,Spring,Light Precipitation,6,0,0,1,13,0,13
2012-01-21,4,Spring,Light Precipitation,6,0,0,1,1,0,1
2012-01-21,5,Spring,Light Precipitation,6,0,0,1,2,0,2
2012-01-21,6,Spring,Light Precipitation,6,0,0,1,1,0,1
2012-01-21,7,Spring,Light Precipitation,6,0,0,1,10,3,13
2012-01-21,8,Spring,Misty/Cloudy,6,0,0,1,22,3,25
2012-01-21,9,Spring,Misty/Cloudy,6,0,0,1,40,2,42
2012-01-21,10,Spring,Light Precipitation,6,0,0,1,45,0,45
2012-01-21,11,Spring,Misty/Cloudy,6,0,0,1,62,1,63
2012-01-21,12,Spring,Misty/Cloudy,6,0,0,1,62,5,67
2012-01-21,13,Spring,Misty/Cloudy,6,0,0,1,66,10,76
2012-01-21,14,Spring,Light Precipitation,6,0,0,1,89,6,95
2012-01-21,15,Spring,Light Precipitation,6,0,0,1,113,6,119
2012-01-21,16,Spring,Misty/Cloudy,6,0,0,1,113,5,118
2012-01-21,17,Spring,Misty/Cloudy,6,0,0,1,99,7,106
2012-01-21,18,Spring,Misty/Cloudy,6,0,0,1,107,3,110
2012-01-21,19,Spring,Misty/Cloudy,6,0,0,1,85,0,85
2012-01-21,20,Spring,Misty/Cloudy,6,0,0,1,62,5,67
2012-01-21,21,Spring,Clear/Cloudy,6,0,0,1,64,5,69
2012-01-21,22,Spring,Misty/Cloudy,6,0,0,1,56,3,59
2012-01-21,23,Spring,Misty/Cloudy,6,0,0,1,51,1,52
2012-01-22,0,Spring,Clear/Cloudy,0,0,0,1,51,1,52
2012-01-22,1,Spring,Misty/Cloudy,0,0,0,1,49,1,50
2012-01-22,2,Spring,Misty/Cloudy,0,0,0,1,46,1,47
2012-01-22,3,Spring,Misty/Cloudy,0,0,0,1,20,1,21
2012-01-22,4,Spring,Light Precipitation,0,0,0,1,1,1,2
2012-01-22,5,Spring,Light Precipitation,0,0,0,1,2,1,3
2012-01-22,6,Spring,Misty/Cloudy,0,0,0,1,4,0,4
2012-01-22,7,Spring,Misty/Cloudy,0,0,0,1,11,2,13
2012-01-22,8,Spring,Misty/Cloudy,0,0,0,1,29,3,32
2012-01-22,9,Spring,Misty/Cloudy,0,0,0,1,54,9,63
2012-01-22,10,Spring,Misty/Cloudy,0,0,0,1,120,9,129
2012-01-22,11,Spring,Light Precipitation,0,0,0,1,115,18,133
2012-01-22,12,Spring,Misty/Cloudy,0,0,0,1,161,24,185
2012-01-22,13,Spring,Misty/Cloudy,0,0,0,1,175,24,199
2012-01-22,14,Spring,Misty/Cloudy,0,0,0,1,163,19,182
2012-01-22,15,Spring,Misty/Cloudy,0,0,0,1,149,27,176
2012-01-22,16,Spring,Misty/Cloudy,0,0,0,1,143,12,155
2012-01-22,17,Spring,Misty/Cloudy,0,0,0,1,100,8,108
2012-01-22,18,Spring,Light Precipitation,0,0,0,1,110,11,121
2012-01-22,19,Spring,Light Precipitation,0,0,0,1,80,9,89
2012-01-22,20,Spring,Light Precipitation,0,0,0,1,69,5,74
2012-01-22,21,Spring,Light Precipitation,0,0,0,1,36,8,44
2012-01-22,22,Spring,Misty/Cloudy,0,0,0,1,58,0,58
2012-01-22,23,Spring,Misty/Cloudy,0,0,0,1,35,2,37
2012-01-23,0,Spring,Misty/Cloudy,1,1,0,0,17,2,19
2012-01-23,1,Spring,Misty/Cloudy,1,1,0,0,4,0,4
2012-01-23,2,Spring,Misty/Cloudy,1,1,0,0,2,0,2
2012-01-23,3,Spring,Misty/Cloudy,1,1,0,0,1,0,1
2012-01-23,4,Spring,Misty/Cloudy,1,1,0,0,1,0,1
2012-01-23,5,Spring,Misty/Cloudy,1,1,0,0,19,0,19
2012-01-23,6,Spring,Misty/Cloudy,1,1,0,0,36,6,42
2012-01-23,7,Spring,Light Precipitation,1,1,0,0,114,8,122
2012-01-23,8,Spring,Light Precipitation,1,1,0,0,267,5,272
2012-01-23,9,Spring,Misty/Cloudy,1,1,0,0,198,13,211
2012-01-23,10,Spring,Misty/Cloudy,1,1,0,0,139,10,149
2012-01-23,11,Spring,Misty/Cloudy,1,1,0,0,57,5,62
2012-01-23,12,Spring,Misty/Cloudy,1,1,0,0,52,10,62
2012-01-23,13,Spring,Light Precipitation,1,1,0,0,32,5,37
2012-01-23,14,Spring,Light Precipitation,1,1,0,0,48,13,61
2012-01-23,15,Spring,Misty/Cloudy,1,1,0,0,64,10,74
2012-01-23,16,Spring,Misty/Cloudy,1,1,0,0,108,14,122
2012-01-23,17,Spring,Misty/Cloudy,1,1,0,0,270,6,276
2012-01-23,18,Spring,Misty/Cloudy,1,1,0,0,275,7,282
2012-01-23,19,Spring,Misty/Cloudy,1,1,0,0,211,9,220
2012-01-23,20,Spring,Misty/Cloudy,1,1,0,0,161,8,169
2012-01-23,21,Spring,Misty/Cloudy,1,1,0,0,112,8,120
2012-01-23,22,Spring,Misty/Cloudy,1,1,0,0,64,4,68
2012-01-23,23,Spring,Misty/Cloudy,1,1,0,0,35,2,37
2012-01-24,0,Spring,Misty/Cloudy,2,1,0,0,19,6,25
2012-01-24,1,Spring,Misty/Cloudy,2,1,0,0,7,2,9
2012-01-24,2,Spring,Misty/Cloudy,2,1,0,0,6,2,8
2012-01-24,3,Spring,Misty/Cloudy,2,1,0,0,3,0,3
2012-01-24,4,Spring,Misty/Cloudy,2,1,0,0,2,0,2
2012-01-24,5,Spring,Misty/Cloudy,2,1,0,0,26,0,26
2012-01-24,6,Spring,Misty/Cloudy,2,1,0,0,88,1,89
2012-01-24,7,Spring,Misty/Cloudy,2,1,0,0,221,11,232
2012-01-24,8,Spring,Misty/Cloudy,2,1,0,0,479,11,490
2012-01-24,9,Spring,Misty/Cloudy,2,1,0,0,244,11,255
2012-01-24,10,Spring,Clear/Cloudy,2,1,0,0,93,23,116
2012-01-24,11,Spring,Clear/Cloudy,2,1,0,0,123,30,153
2012-01-24,12,Spring,Clear/Cloudy,2,1,0,0,150,25,175
2012-01-24,13,Spring,Clear/Cloudy,2,1,0,0,170,33,203
2012-01-24,14,Spring,Clear/Cloudy,2,1,0,0,138,35,173
2012-01-24,15,Spring,Misty/Cloudy,2,1,0,0,156,52,208
2012-01-24,16,Spring,Clear/Cloudy,2,1,0,0,243,35,278
2012-01-24,17,Spring,Clear/Cloudy,2,1,0,0,474,41,515
2012-01-24,18,Spring,Clear/Cloudy,2,1,0,0,391,32,423
2012-01-24,19,Spring,Clear/Cloudy,2,1,0,0,311,20,331
2012-01-24,20,Spring,Clear/Cloudy,2,1,0,0,211,18,229
2012-01-24,21,Spring,Clear/Cloudy,2,1,0,0,154,18,172
2012-01-24,22,Spring,Clear/Cloudy,2,1,0,0,111,14,125
2012-01-24,23,Spring,Clear/Cloudy,2,1,0,0,80,19,99
2012-01-25,0,Spring,Clear/Cloudy,3,1,0,0,25,6,31
2012-01-25,1,Spring,Clear/Cloudy,3,1,0,0,9,4,13
2012-01-25,2,Spring,Clear/Cloudy,3,1,0,0,3,3,6
2012-01-25,3,Spring,Clear/Cloudy,3,1,0,0,1,0,1
2012-01-25,4,Spring,Clear/Cloudy,3,1,0,0,4,0,4
2012-01-25,5,Spring,Clear/Cloudy,3,1,0,0,33,0,33
2012-01-25,6,Spring,Clear/Cloudy,3,1,0,0,87,1,88
2012-01-25,7,Spring,Clear/Cloudy,3,1,0,0,243,14,257
2012-01-25,8,Spring,Clear/Cloudy,3,1,0,0,495,18,513
2012-01-25,9,Spring,Clear/Cloudy,3,1,0,0,218,18,236
2012-01-25,10,Spring,Misty/Cloudy,3,1,0,0,111,30,141
2012-01-25,11,Spring,Misty/Cloudy,3,1,0,0,105,52,157
2012-01-25,12,Spring,Clear/Cloudy,3,1,0,0,147,46,193
2012-01-25,13,Spring,Clear/Cloudy,3,1,0,0,149,63,212
2012-01-25,14,Spring,Clear/Cloudy,3,1,0,0,107,53,160
2012-01-25,15,Spring,Clear/Cloudy,3,1,0,0,125,30,155
2012-01-25,16,Spring,Clear/Cloudy,3,1,0,0,217,29,246
2012-01-25,17,Spring,Clear/Cloudy,3,1,0,0,443,27,470
2012-01-25,18,Spring,Clear/Cloudy,3,1,0,0,415,24,439
2012-01-25,19,Spring,Misty/Cloudy,3,1,0,0,311,5,316
2012-01-25,20,Spring,Clear/Cloudy,3,1,0,0,225,10,235
2012-01-25,21,Spring,Clear/Cloudy,3,1,0,0,166,19,185
2012-01-25,22,Spring,Clear/Cloudy,3,1,0,0,101,12,113
2012-01-25,23,Spring,Misty/Cloudy,3,1,0,0,63,3,66
2012-01-26,0,Spring,Misty/Cloudy,4,1,0,0,22,3,25
2012-01-26,1,Spring,Misty/Cloudy,4,1,0,0,16,5,21
2012-01-26,2,Spring,Misty/Cloudy,4,1,0,0,6,1,7
2012-01-26,3,Spring,Misty/Cloudy,4,1,0,0,5,1,6
2012-01-26,4,Spring,Clear/Cloudy,4,1,0,0,3,0,3
2012-01-26,5,Spring,Misty/Cloudy,4,1,0,0,28,0,28
2012-01-26,6,Spring,Misty/Cloudy,4,1,0,0,88,0,88
2012-01-26,7,Spring,Misty/Cloudy,4,1,0,0,228,11,239
2012-01-26,8,Spring,Misty/Cloudy,4,1,0,0,514,16,530
2012-01-26,9,Spring,Misty/Cloudy,4,1,0,0,256,18,274
2012-01-26,10,Spring,Misty/Cloudy,4,1,0,0,92,16,108
2012-01-26,11,Spring,Misty/Cloudy,4,1,0,0,100,11,111
2012-01-26,12,Spring,Misty/Cloudy,4,1,0,0,136,29,165
2012-01-26,13,Spring,Misty/Cloudy,4,1,0,0,156,17,173
2012-01-26,14,Spring,Misty/Cloudy,4,1,0,0,112,16,128
2012-01-26,15,Spring,Misty/Cloudy,4,1,0,0,142,22,164
2012-01-26,16,Spring,Misty/Cloudy,4,1,0,0,209,15,224
2012-01-26,17,Spring,Misty/Cloudy,4,1,0,0,397,16,413
2012-01-26,18,Spring,Misty/Cloudy,4,1,0,0,394,12,406
2012-01-26,19,Spring,Misty/Cloudy,4,1,0,0,302,11,313
2012-01-26,20,Spring,Misty/Cloudy,4,1,0,0,216,8,224
2012-01-26,21,Spring,Misty/Cloudy,4,1,0,0,184,8,192
2012-01-26,22,Spring,Clear/Cloudy,4,1,0,0,139,3,142
2012-01-26,23,Spring,Misty/Cloudy,4,1,0,0,86,5,91
